FILE,NOMBRE,UNIDAD_DE_COMPETENCIA,CONTENIDO
ISC/algebraLineal_ISC2020.pdf,"UNIDAD TEMÁTICA II 
 
Espacios vectoriales","UNIDAD DE 
COMPETENCIA 
Construye 
las 
bases 
de 
espacios 
vectoriales 
mediante 
combinaciones 
lineales, independencia lineal 
y espacios generados.","2.1 Espacios vectoriales 
2.1.1 Propiedades básicas 
2.1.2 Espacios vectoriales de distintos géneros 
2.2 Subespacios 
2.2.1 Propiedades. 
2.3 Combinaciónes lineales 
2.3.1 Espacio generado 
2.4 Bases de un Espacio Vectorial 
2.5 Cambio de Base 
2.5.1 Matriz Cambio de Base 
2.6 Espacios con producto Interno 
2.6.1 Bases ortonormales"
ISC/algebraLineal_ISC2020.pdf,"UNIDAD TEMÁTICA III 
 
Transformaciones lineales","UNIDAD DE 
COMPETENCIA 
Aplica 
las 
transformaciones 
lineales a partir del Kernel, la 
imagen, matrices semejantes 
y los espacios isomorfos. 
IS","3.1 Transformaciones Lineales 
3.1.1 Propiedades. 
3.1.2 Imagen y Kernel de una transformación lineal 
3.2 Representación Matricial de una Transformación lineal 
3.2.1 Matrices Semejantes y cambio de base en la 
representación matricial de una transformación 
3.3 Isomorfismos 
3.3.1 Transformación Inversa 
3.3.2 Ejemplos de espacios isomorfos"
ISC/algebraLineal_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
 
Valores y Vectores Propios","UNIDAD DE 
COMPETENCIA 
Aplica 
las 
matrices 
diagonalizables a partir de los 
valores y vectores propios.","4.1 Valores y vectores característicos 
4.1.1 Polinomio característico 
4.1.2 Cálculo de vectores característicos 
4.2 Diagonalización de matrices 
4.3 Matrices Simétricas y diagonalización ortogonal 
4.4 Formas Cuadráticas y Secciones Cónicas 
4.5 Aplicaciones a Ecuaciones diferenciales matriciales"
ISC/instrumentacionControl_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Sensores y Acondicionamiento 
de Señales","UNIDAD DE COMPETENCIA 
Identifica 
los 
sensores 
y 
transductores  de  señal  y  sus 
mediciones  de  acuerdo  con  las 
técnicas  de  acondicionamiento 
de señal.","1.1         Instrumentos de medición  
   1.1.1   Características estáticas  
1.2         Clasificación de sensores  
   1.2.1   Resistivos  
   1.2.2   Generadores  
   1.2.3   Fotovoltaicos  
   1.2.4   Capacitivos  
   1.2.5   Inductivos  
1.3         Técnicas de acondicionamiento de señal  
   1.3.1   Linealización  
   1.3.2   Compensación  
   1.3.3   Amplificación  
   1.3.4   Atenuación  
   1.3.5   Filtrado  
   1.3.6   Acoplamiento y aislamiento  
1.4         Sistema de acondicionamiento de señal"
ISC/instrumentacionControl_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Convertidores","UNIDAD DE COMPETENCIA 
Aplica los convertidores, digital a 
analógico y analógico digital con 
base 
en 
sus 
características 
estáticas y dinámicas.","2.1          Convertidores  
   2.1.1    Señales analógicas y digitales  
   2.1.2    Terminología de Convertidores  
2.2          Convertidores Digital a Analógicos (CDA)  
   2.2.1    Características Estáticas y Dinámicas de los 
               CDA  
   2.2.2    Convertidores de resistencias ponderadas  
   2.2.3    Convertidor R-2R  
2.3          Convertidores Analógicos a Digitales (CAD)  
   2.3.1    Características Estáticas y Dinámicas de los 
               CAD  
   2.3.2    Convertidor de rampa simple  
   2.3.3    Convertidor de rampa doble  
   2.3.4    Convertidor de aproximaciones sucesivas  
   2.3.5    Convertidor tipo Flash  
   2.3.6    Convertidores Avanzados. Sigma-Delta. 
2.4           Etapa de digitalización y mediciones de 
                proyecto"
ISC/instrumentacionControl_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Sistemas de Control","UNIDAD DE COMPETENCIA 
Analiza la respuesta de una 
variable de un sistema con base 
en la teoría de los controladores 
clásicos.","3.1          Modelado de sistemas de Control  
3.2          Sistemas lineales e invariantes en el tiempo  
3.3          Algebra de bloques  
3.4          Análisis de respuesta transitoria y análisis de 
               error en estado estacionario.  
   3.4.1    Sistemas de primer orden  
   3.4.2    Sistemas de segundo orden  
   3.4.3    Análisis de error en estado estacionario  
3.5          Análisis y diseño de sistemas de control por 
               métodos convencionales  
   3.5.1    Análisis de respuesta en frecuencia  
   3.5.2    Diagramas de Bode  
   3.5.3    Criterios de estabilidad de Nyquist  
   3.5.4    Análisis de estabilidad  
   3.5.5    Análisis de respuesta en frecuencia de lazo 
               cerrado  
3.6          Controladores clásicos  
   3.6.1    Proporcional  
   3.6.2    Proporcional-Derivativo  
   3.6.3    Controlador integral  
   3.6.4    Proporcional-Integral-Derivativo"
ISC/instrumentacionControl_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Sistemas de medición virtual","UNIDAD DE COMPETENCIA 
Construye un sistema de 
medición con base en la 
arquitectura de un instrumento 
virtual","4.1        Arquitectura de un sistema de medición virtual  
   4.1.1 Elementos de un Instrumento Virtual 
   4.1.2 Hardware de Adquisición de Datos 
   4.1.3 Software de Adquisición de Datos 
4.2        Protocolos de comunicación en un sistema 
             de medición virtual 
   4.2.1 Protocolos de comunicación en   
              Aplicaciones Industriales 
   4.2.2   Protocolos de comunicación en Sistemas 
              Embebidos.  
4.3        Sistema de Medición Virtual 
    4.3.1 Implementación de entorno grafico Virtual 
    4.3.2 Integración de proyecto final con entorno 
              gráfico Virtual."
ISC/matematicasDiscretas_ISC2020.pdf,"UNIDAD TEMÁTICA I 
 
Lógica","UNIDAD DE 
COMPETENCIA 
Demuestra 
argumentos 
y 
equivalencias con base en el 
álgebra  de  proposiciones  y 
las reglas de inferencia.","1.1 Equivalencias 
1.1.1 Proposiciones atómicas, compuestas y jerarquía de 
operadores 
1.1.2 Equivalencias lógicas 
1.1.3 Álgebra de proposiciones 
1.1.4 Contrapositiva, recíproca e inversa de una 
condicional 
1.2 Inferencias  
1.2.1 Reglas de inferencia 
1.2.2 Demostraciones directas e indirectas 
1.3 Cuantificadores  
1.3.1 Proposiciones abiertas y cuantificadores 
1.3.2 Lenguaje natural y cuantificadores 
1.3.3 Equivalencias e inferencias con cuantificadores"
ISC/matematicasDiscretas_ISC2020.pdf,"UNIDAD TEMÁTICA II 
 
Teoría de Conjuntos","UNIDAD DE 
COMPETENCIA 
Aplica 
las  propiedades  de 
los conjuntos con base en su 
álgebra 
y 
fórmulas 
de 
cardinalidad. 
IS","2.1 Conjuntos 
2.1.1 Operadores, igualdad y contención de conjuntos 
2.1.2 Álgebra de conjuntos 
2.1.3 Propiedades de la contención 
2.2 Cardinalidad 
2.2.1 Fórmulas básicas de cardinalidad 
2.2.2 Principio de inclusión y exclusión 
2.3 Conjunto Potencia y Producto Cartesiano 
2.3.1 Conjunto Potencia 
2.3.2 Producto Cartesiano"
ISC/matematicasDiscretas_ISC2020.pdf,"UNIDAD TEMÁTICA III 
 
Números Enteros","UNIDAD DE 
COMPETENCIA 
Aplica 
la 
inducción 
matemática y los algoritmos 
con base en las propiedades 
algebraicas y de divisibilidad 
de los números enteros.","3.1 Números Enteros 
3.1.1 Propiedades de los números enteros 
3.2 Divisibilidad 
3.2.1 Propiedades de la divisibilidad 
3.2.2 Algoritmo de la división 
3.3.5 Algoritmo de Euclides 
3.3 Inducción matemática 
3.3.2 Problemas de divisibilidad 
3.3.3 Problemas de orden 
3.3.4 Problemas de generalización 
3.4 Sistemas de numeración 
3.4.1 Algoritmo de cambio de base 
3.4.2 Relación entre los sistemas binario y hexadecimal 
3.4.3 Operaciones básicas en base b 
C - 2020"
ISC/matematicasDiscretas_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Estructuras Discretas para 
la Computación","UNIDAD DE 
COMPETENCIA 
Integra estructuras discretas 
en 
problemas 
computacionales  con  base 
en sus propiedades.","4.1 Álgebras y Funciones booleanas 
4.1.1 Propiedades de las álgebras booleanas 
4.1.2 Funciones booleanas 
4.1.3 Sumas de minitérminos y productos de maxitérminos 
4.2 Relaciones 
4.2.2 Propiedades de la Inversa y la Composición de las 
relaciones. 
4.2.3 Propiedades de las funciones 
antisimétricas y transitivas 
4.3.3 Relaciones de equivalencia 
4.4 Enteros módulo n 
4.4.1 Congruencia módulo n como relación de equivalencia 
4.4.2 Aritmética de los enteros módulo n 
4.4.3 Teorema chino del residuo 
4.5 Grafos y Árboles 
4.5.2 Recorridos y circuitos eulerianos y hamiltonianos 
4.5.3 Algoritmo del camino más corto 
4.4.5 Recorridos en pre-orden, in-orden y post- orden de 
árboles binarios 
C - 2020"
ISC/sistemasDistribuidos_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Antecedentes del cómputo 
en la nube","I
   
 
UNIDAD DE 
COMPETENCIA 
dentifica las características 
y  componentes  presentes 
en los sistemas de cómputo 
en la nube con base en los 
modelos 
de 
servicio 
y 
despliegue.","1
  1
1.1 
Historia del cómputo en la nube 
1.1.1  Características esenciales de una nube 
.2 
Modelos de servicios 
1.2.1  SaaS 
1.2.2  PaaS 
1.2.3 
IaaS  
.3 
Modelos de despliegue 
1.3.1  Público y comunitario 
1.3.2  Privado  
1.3.3  Híbrido"
ISC/sistemasDistribuidos_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Aspectos básicos del 
cómputo en la nube","D
 
UNIDAD DE 
COMPETENCIA 
escribe 
los 
principios 
básicos  del  cómputo  en  la 
nube 
con 
base 
en 
sus 
aspectos 
legales 
y 
proveedores de servicio.","2
  2
2.1 
Principios del cómputo en la nube 
2.1.1  Confiabilidad, escalabilidad y disponibilidad 
2.1.2  Transparencia, desempeño y rendimiento 
2.1.3  Elasticidad  
.2 
Aspectos legales del cómputo en la nube  
2.2.1  Acuerdo de nivel de servicio para la nube 
2.2.2  Ciclo de vida de un producto en la nube  
.3 
Proveedores de servicios en la nube 
2.3.1  Casos de estudio de proveedores: Azure, AWS, 
Google, Oracle, entre otros  
2.3.2  Comparación de los servicios ofrecidos  
2.3.3  Estrategias de migración"
ISC/sistemasDistribuidos_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Servicios distribuidos","A
 
UNIDAD DE 
COMPETENCIA 
plica  servicios  escalables 
y 
confiables 
a 
partir 
de 
estructuras 
de 
almacenamiento,  bases  de 
datos 
y 
técnicas 
de 
procesamiento.","3
  3
  3
  3
3.1 
Máquinas y redes virtuales 
3.1.1  Gestión de máquinas virtuales 
3.1.2  Comunicación entre máquinas virtuales en la nube 
3.1.3  Respaldos en la nube 
.2 
Arquitecturas de almacenamiento 
3.2.1  Blob storage 
3.2.2  Disk storage 
3.2.3  File storage 
.3 
Bases de datos en la nube 
3.3.1 
Implementación de bases de datos en la nube 
3.3.2  Gestión de bases de datos en la nube 
3.3.3  Estrategias de partición de datos 
.4 
Elasticidad y escalabilidad 
3.4.1  Balanceo de carga y su administración  
3.4.2  Tolerancia a fallas, resiliencia y confiabilidad 
3.4.3  Replicación 
.5 
Procesamiento distribuido 
3.5.1  Técnicas MapReduce"
ISC/sistemasDistribuidos_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Seguridad en la nube","UNIDAD DE 
COMPETENCIA 
Diseña 
en 
términos 
de 
seguridad 
las 
soluciones 
con  base  en  las  principales 
amenazas  del  cómputo  en 
la nube.","4
  4
4.1 
Importancia de la seguridad 
4.1.1  Centros de seguridad 
.2 
Aspectos de seguridad de la red  
4.2.1  Grupos de recursos 
4.2.2  Firewall 
.3 
Amenazas en la nube 
4.3.1  Ataques de negación de servicio (DoS) 
4.3.2  Brechas  de  datos  (Data  Breaches)  y  autenticación 
débil 
4.3.3  Secuestro de cuentas y datos"
ISC/sistemasDistribuidos_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Servicios web y microservicios","UNIDAD DE COMPETENCIA 
Evalúa 
la 
creación, 
consulta, 
mantenimiento 
y 
puesta 
en 
marcha de microservicios a partir 
de 
estándares 
digitales 
y 
tecnologías emergentes.","5
  5
5.1 
Aspectos básicos de los servicios web 
5.1.1  Arquitecturas de un servicio web 
5.1.2  Estándares 
.2 
Microservicios 
5.2.1  Aplicación monolítica vs microservicios 
5.2.2  Características de los microservicios 
5.2.3  Contenedores y kubernetes 
.3 
Tecnologías emergentes"
ISC/desarrolloAplicacionesMovilesNativas_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Aspectos básicos en el 
desarrollo de aplicaciones 
móviles","I
   
 
UNIDAD DE 
COMPETENCIA 
dentifica 
los  elementos  de 
las  aplicaciones  móviles  con 
base en el ecosistema móvil.","1
  1
  1
1.1. 
Historia del dispositivo móvil 
.2. 
Elementos de las aplicaciones móviles (Ecosistema 
móvil) 
.3. 
Tipos de aplicaciones móviles 
1.3.1.  Web 
1.3.2.  Nativas 
1.3.3.  Híbridas  
.4. 
Ecosistema Android 
1.4.1.  Arquitectura de Android 
1.4.2.  Niveles de API 
1.4.3.  Entornos de desarrollo 
1.4.4.  Emuladores Android"
ISC/desarrolloAplicacionesMovilesNativas_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Estructura y componentes de 
la interfaz de usuario","UNIDAD DE 
COMPETENCIA 
 
Distingue 
los 
elementos 
involucrados  en  el  desarrollo 
de  una  aplicación  móvil  a 
partir 
de 
la 
interfaz 
de 
programación 
de 
aplicaciones de Android.","2
  2
  2
  2
2.1. 
Fundamentos del lenguaje 
.2. 
Estructura de la aplicación 
.3. 
Vistas, distribución de componentes (Layout) y 
temas 
.4. 
Formas de diseño de la interfaz de usuario  
2.4.1. Asistente 
2.4.2.  XML 
2.4.3. Código 
.5. 
Actividades, intents, fragmentos"
ISC/desarrolloAplicacionesMovilesNativas_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Almacenamiento y manejo 
de datos","UNIDAD DE 
COMPETENCIA 
 
Describe 
los 
diferentes 
mecanismos 
de 
almacenamiento y manejo de 
datos 
para 
aplicaciones 
la 
móviles  de  acuerdo  con 
API de Android.","3
  3
  3
  3
3.1. 
Permisos 
.2. 
Preferencias compartidas (shared preferences) 
.3. 
Archivos 
3.3.1. Texto plano 
3.3.2. XML 
3.3.3. JSON 
.4. 
Bases de datos 
3.4.1. Motor de datos 
3.4.2. Bases de datos relacionales 
3.4.3. Mapeo objeto-relacional 
3.4.4. Base de datos NoSQL 
.5. 
Proveedores de contenido"
ISC/desarrolloAplicacionesMovilesNativas_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Servicios y comunicaciones","UNIDAD DE 
COMPETENCIA 
 
Desarrolla 
aplicaciones 
móviles 
a 
partir 
de 
los 
sensores  del  dispositivo,  los 
servicios web y de la nube.","4
  4
  4
4.1. 
Sensores 
4.1.1. Bluetooth 
4.1.2. Puerto USB 
4.1.3. Geolocalización 
4.1.4. Acelerómetro 
4.1.5. Cámara y micrófono 
4.1.6. Giroscopio 
.2. 
Servicios 
4.2.1. Servicios web  
4.2.2. Arquitectura orientada a servicios (SOA) 
4.2.3. RESTful API 
.3. 
Servicios en la nube 
4.3.1. Base de datos NoSQL (Cloud Firestore) 
4.3.2. Autenticación (Authentication) 
4.3.3. Almacenamiento en la nube (Cloud Storage) 
4.3.4. Base de datos en tiempo real (Realtime   
4.3.5. Realtime Database) 
4.3.6. Mensajes en la nube (Cloud Messaging) 
.4. 
Notificaciones push"
ISC/desarrolloAplicacionesMovilesNativas_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Publicación y API’s","E
       
 
UNIDAD DE 
COMPETENCIA 
jemplifica 
la 
forma 
de 
publicar  una  aplicación  en  la 
tienda de google con base en 
las políticas establecidas.","5
  5
  5
5.1. 
Tienda de aplicaciones Android (Play store) 
.2. 
Publicación de la aplicación 
5.2.1. Creación del apk  
5.2.2. Firma de desarrollador 
5.2.3. Publicidad 
.3. 
Interfaz de programación de aplicaciones  
5.3.1. Realidad aumentada 
5.3.2. QR 
5.3.3. Otras API 
.4. 
Vestibles (wereables)  
5.4.1. Reloj inteligente 
5.4.2. Pulseras inteligentes"
ISC/fundamentosProgramacion_ISC2020.pdf,"UNIDAD TEMÁTICA I 
 
Programación Estructurada","UNIDAD DE 
COMPETENCIA 
Analiza  la  programación  de 
computadoras a partir de sus 
fundamentos, el lenguaje C y 
el diseño estructurado.","1.1. Fundamentos de programación 
1.1.1 Arquitectura de Von Neumann 
1.1.2 Clasificaciones de los lenguajes de programación  
1.1.3 Herramientas de programación 
1.2 Programación en el lenguaje C  
1.2.1 Lenguaje en C  
1.2.2 Tipos de datos primitivos y operadores aritméticos 
1.2.3 Manejo de la entrada y salida estándar  
1.2.4 Sentencias de control  
1.2.5 Arreglos  
1.3 Programación y diseño estructurado  
1.3.1 Teorema de la programación estructurada  
1.3.2 Características de un programa estructurado 
1.3.3 Diseño estructurado - Modularidad"
ISC/fundamentosProgramacion_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Manejo de Memoria 
Dinámica y Archivos","UNIDAD DE 
COMPETENCIA 
Elabora 
programas 
de 
computadora 
a 
partir 
del  
manejo de archivos de texto, 
binarios 
y 
la 
memoria 
dinámica.","3.1 Arquitectura de Memoria 
3.1.1 Harvard 
3.1.2 Von Neumann 
3.1.3 Memoria de un proceso en el modelo de memoria 
única  
3.2 Memoria dinámica 
3.2.1 Reservación dinámica de memoria 
3.2.2 Acceso y direccionamiento a arreglos dinámicos 
3.2.3 Liberación de memoria 
3.2.4 Memoria estática vs. memoria dinámica 
3.3 Archivos 
3.3.1 Archivos de acceso secuencial y de acceso directo 
3.3.2 Creación y/o apertura de archivos 
3.3.3 Lectura/escritura de archivos en modo texto 
3.3.4 Lectura/escritura de archivos en modo binario 
3.3.5 Cierre de archivos 
3.3.6 Procesamiento y redireccionamiento de flujos de 
entrada y salida 
C - 2020"
ISC/inteligenciaArtificial_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Introducción a la inteligencia 
artificial","D
 
UNIDAD DE COMPETENCIA 
iferencia el tipo de problemas 
de 
la 
inteligencia  artificial  a 
partir de sus aplicaciones y los 
agentes inteligentes.","1
  1
  1
.1  Inteligencia 
1.1.1 Tipos de inteligencia 
 
1.2 Historia de la Inteligencia Artificial 
.3  Problemas,  áreas  y  aplicaciones  de  la  inteligencia 
artificial 
.4 Agentes inteligentes 
1.4.1 Estructura 
1.4.2 Medio ambiente de trabajo 
1.4.3 Clasificación 
1.4.4 Aplicaciones"
ISC/inteligenciaArtificial_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Algoritmos de búsqueda","I
 
UNIDAD DE COMPETENCIA 
mplementa 
el 
algoritmo 
de 
búsqueda correspondiente con 
base  en 
la  caracterización  y 
espacio de búsqueda en torno 
a una problemática.","2
  2
  2
  2
  2
.1  Problemas y espacios de búsqueda  
2.1.1 Caracterización de problemas  
2.1.2 Espacios de búsqueda 
.2  Algoritmos de búsqueda no informados  
2.2.1 Búsqueda en anchura  
2.2.2 Búsqueda en profundidad  
.3 Algoritmos de búsqueda informados 
2.3.1 Heurística 
2.3.2 Algoritmo de escalada simple y primero el mejor  
2.3.3 Algoritmo A*  
.4 Búsqueda adversaria 
2.4.1 Algoritmo Min Max  
2.4.2 Algoritmo Poda Alpha Beta  
.5 Comparación de algoritmos búsqueda"
ISC/inteligenciaArtificial_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Modelos de representación del 
conocimiento","C
 
UNIDAD DE COMPETENCIA 
rea 
modelos 
de 
representación 
del 
conocimiento 
con 
base 
en 
razonamiento 
basado 
en 
reglas  y  razonamiento  incierto 
e incompleto.","3
  3
  3
  3
.1 Conocimiento 
     3.1.1 Características y taxonomía 
     3.1.2 Modelos y sus características  
.2 Lógica de primer orden 
     3.2.1 Razonamiento en la lógica proposicional  
     3.2.2 Lenguaje de predicados 
 
3.3 Razonamiento basado en reglas  
3.3.1 Reglas de inferencia 
     3.3.2 Encadenamiento hacia adelante y hacia atrás  
     3.3.3 Ontologías 
.4. Modelos de llenado de ranuras 
    3.4.1 Redes semánticas y marcos  
    3.4.2 Dependencia conceptual y guiones  
.5 Modelos de conocimiento incierto e incompleto  
    3.5.1 Factores de certidumbre 
    3.5.2 Lógica difusa"
ISC/inteligenciaArtificial_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Aprendizaje de máquina","C
 
UNIDAD DE COMPETENCIA 
onstruye 
algoritmos de 
aprendizaje  válidos  a  partir  de 
los 
diferentes 
tipos 
de 
aprendizaje de máquina.","4
  4
  4
  4
.1  Aprendizaje 
     4.1.1 Aprendizaje supervisado 
     4.1.2 Aprendizaje no supervisado 
.2 Características de un conjunto de datos 
     4.2.1 Tipos de características  
     4.2.2 Problemas en los conjuntos de datos: tamaño de 
la muestra, desequilibrio de clases, complejidad, cambio 
del conjunto de datos, datos ruidosos, valores atípicos y 
costo 
    4.2.3 Selección de características: relevancia, 
redundancia y métodos de selección 
 
4.3 Algoritmos de clasificación  
     4.3.1 Algoritmos basados en distancia: KNN y 
clasificador de mínima distancia 
     4.3.2 Arboles de decisión: id3 y C4.5 
     4.3.3 Algoritmos estadísticos: Naive Bayes 
.4. Algoritmos de agrupamiento 
    4.4.1 Algoritmos basados en distancia: K-Medias y 
Min-Max  
    4.4.2 Algoritmos basados en jerarquías  
.5 Métodos de validación  
    4.5.1 Métodos de validación de algoritmos de 
clasificación: Entrenamiento y prueba, validación 
cruzada y matriz de confusión 
    4.5.2  Métodos 
de 
validación 
de 
algoritmos 
de 
agrupamiento: Medidas de validación internas y externas"
ISC/inteligenciaArtificial_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Algoritmos bioinspirados","UNIDAD DE COMPETENCIA  
  
Construye 
algoritmos 
de 
aprendizaje 
u 
optimización 
válidos 
a 
partir 
de 
modelos bioinspirados.","5.1 Algoritmos genéticos  
     5.1.1 Trasfondo biológico  
     5.1.2 Algoritmo genético con representación binaria  
     5.1.3 Operadores genéticos para 
representaciones reales y permutaciones  
      5.1.4 Aplicaciones  
  
5.2 Redes neuronales  
    5.2.1 Modelo biológico y modelo artificial  
    5.2.2 Modelo de McCulloch-Pitts  
    5.2.3 Perceptrón simple y multicapa  
    5.2.4 Propagación hacia atrás  
    5.2.5 Aplicaciones"
ISC/sistemasChip_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Arquitectura del Sistema en 
Chip","A
 
UNIDAD DE COMPETENCIA 
naliza 
la 
estructura 
de 
programación  del  Sistema  en 
Chip con base en su arquitectura 
y familias","1
  1
1.1 Arquitectura del Sistema en Chip (SoC) 
1.1.1 Estructura básica de un sistema en chip 
1.1.2 Características de la arquitectura 
1.1.3  Arquitectura 
de 
un  Conjunto  Reducido 
de 
Instrucciones (RISC) 
1.1.4 Arquitectura Harvard 
1.1.5 Segmentación (pipeline) 
.2 Familias y subfamilias de sistemas en chip  
1.2.1 Memoria de programa 
1.2.2 Memoria de datos  
1.2.3 Recursos periféricos 
1.2.4 Modelo de programación 
.3 Programación del Sistema en Chip 
1.3.1 Conjunto de instrucciones 
1.3.2 Modos de direccionamiento 
1.3.3 Ambiente de desarrollo de programación 
1.3.4 Estructura de un programa en ensamblador 
1.3.5 Manejo del simulador"
ISC/sistemasChip_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Periféricos básicos del Sistema 
en Chip","P
 
UNIDAD DE COMPETENCIA 
rograma 
recursos 
periféricos 
básicos del Sistema en Chip con 
base en el sistema de  entrada  / 
salida, 
interrupciones 
y 
temporizadores.","2
  2
2.1 Sistema de entrada / salida 
2.1.1 Registros asociados 
2.1.2 Configuración de puertos  
2.1.3 Programación de puertos 
2.1.4 Aplicaciones 
.2 Sistema de interrupciones 
2.2.1 Mecanismo y tipos de interrupciones 
2.2.2 Ejecución de una interrupción 
2.2.3 Tabla de vectores de interrupción 
2.2.4 Registros asociados 
2.2.5 Programación 
.3. Temporizadores 
2.3.1 Clasificación  
2.3.2 Registros asociados 
2.3.3 Configuración del sistema de interrupciones 
2.3.4 Programación 
2.3.5 Aplicaciones  
2.3.6 RTCC, PWM, Perro Guardián"
ISC/sistemasChip_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Interfaces de comunicación 
del Sistema en Chip","P
 
UNIDAD DE COMPETENCIA 
rograma 
las 
diferentes 
interfaces 
de 
comunicación 
del Sistema en Chip a partir de 
la  configuración  del  UART, 
SPI e IIC.","3
  3
3.1 Estándar RS-232  
3.1.1 Características de la comunicación 
3.1.2 Especificaciones del estándar RS-232 
3.1.3 Transmisor Receptor Asíncrono Universal (UART) 
3.1.4 Registros asociados 
3.1.5 Configuración del sistema de interrupciones 
3.1.6 Programación  
3.1.7 Aplicaciones 
.2 Interfaz SPI 
3.2.1 Características 
3.2.2 Protocolo de comunicación 
3.2.3 Registros asociados 
3.2.4 Configuración del sistema de interrupciones 
3.2.5 Programación 
3.2.6 Aplicaciones 
.3 Interfaz IIC 
3.3.1 Características 
3.3.2 Protocolo de comunicación 
3.3.3 Registros asociados 
3.3.4 Configuración del sistema de interrupciones 
3.3.5 Programación 
3.3.6 Aplicaciones 
3.4 Otras interfaces de comunicación"
ISC/sistemasChip_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Convertidor analógico digital","UNIDAD DE COMPETENCIA 
Programa 
el 
convertidor 
analógico digital en el Sistema 
en  Chip 
con  base  en 
los 
modos 
de 
operación 
y 
el 
desarrollo de aplicaciones.","4
4.1 Conversión analógico / digital (A/D) 
4.1.1 Teorema de muestreo 
4.1.2 Conceptos: rango dinámico, resolución, intervalo de 
cuantificación, 
relación  señal  a 
ruido, 
frecuencia  de 
muestreo, interfaz de comunicación. 
4.1.3 Sistemas de conversión A/D flash, aproximaciones 
sucesivas y sigma-delta. 
.2 Convertidor A/D 
4.2.1 Características y arquitectura 
4.2.2 Registros asociados 
4.2.3 Modos de conversión A/D 
4.2.4 Configuración del sistema de interrupciones 
4.2.5 Programación 
4.2.6 Aplicaciones"
ISC/sistemasChip_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Sistemas operativos de tiempo 
real","UNIDAD DE COMPETENCIA 
Programa 
un 
Sistema 
Operativo de Tiempo Real en el 
Sistema  en  Chip  en  base  a  la 
administración, mecanismos de 
comunicación  y  sincronización 
de tareas.","5
5.1 Sistema Operativo de Tiempo Real (RTOS) 
5.1.1 Concepto y características 
5.1.2 Arquitectura y componentes del RTOS 
5.1.3 Administración de memoria 
5.1.4 Planificador (Scheduler) de tareas (Task) 
5.1.5 Programación de tareas en el Sistema en Chip 
.2 Comunicación y sincronización de tareas 
5.2.1  Comunicación 
entre 
tareas  mediante 
colas 
(Queues) 
5.2.2 Programación de colas en el Sistema en Chip 
5.2.3 
Sincronización 
entre 
tareas 
con 
semáforos 
(semaphores) 
5.2.4 Programación de semáforos en el Sistema en Chip 
5.2.5 Aplicaciones"
ISC/basesDatos_ISC2020.pdf,"UNIDAD TEMÁTICA I  
Introducción a las bases de 
datos","UNIDAD DE COMPETENCIA 
 
Describe los sistemas de base 
de datos a partir de sus 
aspectos básicos.","1.1  Aspectos básicos de las bases de datos 
1.1.1. 
Características 
1.1.2. 
Archivos vs bases de datos 
1.1.3. 
Usuarios 
1.1.4. 
Ciclo de vida 
1.2  Sistema gestor de base de datos 
1.2.1.  Módulos componentes 
1.2.2. 
Lenguajes 
1.2.3. 
Clasificación 
1.3  Sistema de base de datos 
1.3.1. 
Arquitectura de tres niveles 
1.3.2. 
Independencia de datos 
1.3.3. 
Arquitectura cliente – servidor y 
centralizada 
1.4  Modelos de datos 
1.4.1 
Importancia 
1.4.2 
Clasificación"
ISC/basesDatos_ISC2020.pdf,"UNIDAD TEMÁTICA II  
Modelo Entidad – Relación","UNIDAD DE COMPETENCIA 
 
Construye  modelos  entidad  – 
relación a partir de un problema 
dado.","2.1  Aspectos teóricos del modelo entidad - relación 
2.1.1. 
Entidades 
2.1.2. 
Atributos 
2.1.3. 
Vínculos 
2.2 Trazado de diagramas entidad – relación 
2.3 Modelo entidad – relación extendido 
2.3.1. 
Especialización y generalización 
2.3.2. 
Composición 
2.3.3. 
Unión"
